SKU,Item ID,Product Name,Lifecycle Status,Publish Status,Status Change Reason,Product Category,Product Type,Price,Currency,Price Type,Promo Start Date,Promo End Date,Comparison Price,Comparison Price Type,Buy Box Item Price,Buy Box Shipping Price,Buy Box Eligible,MSRP,Product Tax Code,Ship Methods,Shipping Weight,Shipping Weight Unit,Fulfillment Lag Time,Fulfillment Type,WFS Sales Restriction,WPID,GTIN,UPC,Item Page URL,Primary Image URL,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Searchable?,Variant Group Id,Primary Variant?,Variant Grouping Attributes,Variant Grouping Values,Competitor URL,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Repricer Strategy,Minimum Seller Allowed Price,Maximum Seller Allowed Price,Repricer Status,Product Condition,Lagtime Category
CHWH0534-NAVY-S2,2614697373,"14 Karat Home Contemporary Button-tufted Upholstery Accent Chair Set of 2 for Living Room, Armchairs with Wooden Tapered Legs, Navy",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,559.8,USD,Base,03/16/2023,04/01/2023,"",,"","",Yes,"",2038710,"",104.6,"""LB""",1,Seller Fulfilled,"",2IKOBHH7EX14,00768617307393,768617307393,http://www.walmart.com/ip/14-Karat-Home-Contemporary-Button-tufted-Upholstery-Accent-Chair-Set-of-2-for-Living-Room-Armchairs-with-Wooden-Tapered-Legs-Navy/2614697373,https://i5.walmartimages.com/asr/e77599bb-62e9-40c5-9dba-80cb3757d8b5.95f54d80eec9a76ee8cec2187de71afb.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,11/07/2022,03/29/2023,11/07/2022,07/23/2026,0,"",Y,CHWH0534-S2,Y,actual_color,NAVY,"","","","","","","","",New,Furniture
CHWH0535-CAMEL,1146447045,"14 Karat Home Modern Faux Leather Armchair with Button-Tufted Back, Accent Chair with Wooden Tapered Legs for Living Room & Bedroom, Camel",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,729.9,USD,Base,"","","",,"","",Yes,"",2038710,"",52.3,"""LB""",1,Seller Fulfilled,"",2UUGO5T2JL0X,00768617307126,768617307126,http://www.walmart.com/ip/14-Karat-Home-Modern-Faux-Leather-Armchair-with-Button-Tufted-Back-Accent-Chair-with-Wooden-Tapered-Legs-for-Living-Room-Bedroom-Camel/1146447045,https://i5.walmartimages.com/asr/3c5dd2ee-c798-476a-a8ed-3e1455d4a402.1307318833405ae02b9d3fe1c8a217dd.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,11/14/2022,08/23/2023,11/14/2022,07/23/2026,0,"",Y,CHWH0535,N,actual_color,CAMEL,"","","","","","","","",New,Furniture
CHWH0535-NAVY-S2,1551106836,"14 Karat Home Modern Faux Leather Armchair Set of 2 with Button-Tufted Back, Accent Chairs with Wooden Tapered Legs for Living Room & Bedroom, Navy",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,1459.8,USD,Base,"","","",,"","",Yes,"",2038710,"",104.6,"""LB""",1,Seller Fulfilled,"",2Z6EKGKGNFUB,00768617307546,768617307546,http://www.walmart.com/ip/14-Karat-Home-Modern-Faux-Leather-Armchair-Set-of-2-with-Button-Tufted-Back-Accent-Chairs-with-Wooden-Tapered-Legs-for-Living-Room-Bedroom-Navy/1551106836,https://i5.walmartimages.com/asr/1ba01bd4-a820-4333-9398-dd0ef8800677.a8023f2e876656ae42f275ed8ce42a19.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,11/14/2022,07/24/2023,11/14/2022,07/23/2026,0,"",Y,CHWH0535-S2,N,actual_color,NAVY,"","","","","","","","",New,Furniture
CHWH0599-NAVY-S2,2103538691,"14 Karat Home Upholstered Armchair Set of 2 with Nailheads Trim, Contemporary Accent Chairs with Sloped Arms & Wooden Tapered Legs for Living Room, Navy",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,559.8,USD,Base,"","","",,"","",Yes,"",2038710,"",98.6,"""LB""",1,Seller Fulfilled,"",20LLN9NQER9N,00197104006158,197104006158,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Armchair-Set-2-Nailheads-Trim-Contemporary-Accent-Chairs-Sloped-Arms-Wooden-Tapered-Legs-Living-Room-Navy/2103538691,https://i5.walmartimages.com/asr/da57647f-b790-4993-84a7-6a69c161621a.25eb8fa0a186f5bb6d991ebf59cd2b18.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,11/02/2022,05/24/2023,11/02/2022,07/23/2026,0,"",Y,CHWH0599-S2,N,actual_color,NAVY,"","","","","","","","",New,Furniture
CHWH0616-NAV-S2,1111802143,"14 Karat Home Wooden Upholstered Armchair Set with Solid Wood Legs&Square Arms for Bedroom,NAVY",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,799.8,USD,Base,"","","",,"","",Yes,"",2038710,"",104.6,"""LB""",1,Seller Fulfilled,"",6YW8Y3UH7WRT,00197104207463,197104207463,http://www.walmart.com/ip/14-Karat-Home-Wooden-Upholstered-Armchair-Set-with-Solid-Wood-Legs-Square-Arms-for-Bedroom-NAVY/1111802143,https://i5.walmartimages.com/asr/ee37513c-4c22-4ab7-9c80-077fd2f837ea.339c7875e34ee443b1ae46b0a57a5a9f.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,03/30/2023,09/26/2023,03/30/2023,07/24/2026,0,"",Y,CHWH0616,N,actual_color,NAVY,"","","","","","","","",New,Furniture
CHWH0617-GREY,2761210002,"14 Karat Home Upholstered Accent Chair with Square Arms & Trims, Modern Armchair with Solid Wood Legs for Living Room, Grey",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,359.9,USD,Base,"","","",,"","",Yes,"",2038710,"",52.3,"""LB""",1,Seller Fulfilled,"",1QACGPW9B7WW,00197104045263,197104045263,http://www.walmart.com/ip/14-Karat-Home-Upholstered-Accent-Chair-with-Square-Arms-Trims-Modern-Armchair-with-Solid-Wood-Legs-for-Living-Room-Grey/2761210002,https://i5.walmartimages.com/asr/d1f7048a-dcf7-4827-972c-1d0c78bde147.7688cec6f2478f22640469de540c888d.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,11/29/2022,04/19/2023,11/14/2022,07/24/2026,0,"",Y,CHWH0617,N,actual_color,GREY,"","","","","","","","",New,Furniture
CHWH0618-BRD-S2,3857691305,"14 Karat Home Mid-century Modern Upholstered Armchair Accent Chair Recessed Arms Set of 2 for Living Room Bedroom,Bird",ARCHIVED,UNPUBLISHED,"Offer end date has passed,Reasonable price requirements are not met,Reasonable Price Not Satisfied",Home & Garden,Armchairs & Accent Chairs,620.9,USD,Base,"","","",,"","",Yes,"",2038710,"",98.6,"""LB""",1,Seller Fulfilled,"",40E0VVHGT2OW,00197104268747,197104268747,http://www.walmart.com/ip/14-Karat-Home-Mid-century-Modern-Upholstered-Armchair-Accent-Chair-Recessed-Arms-Set-of-2-for-Living-Room-Bedroom-Bird/3857691305,https://i5.walmartimages.com/asr/9d91cfa6-7853-473f-af55-176184ba41c2.4f06fa2baacbd8db402d3994a11265ab.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,04/27/2023,07/05/2023,04/27/2023,07/24/2026,0,"",Y,CHWH0618,Y,actual_color,BIRD,"","","","","","","","",New,Furniture
CHWH0618-NAV,3545055773,"Farmhouse Upholstered Accent Armchair with Nailhead Trim and Solid Wood Legs for Living Room, Bedroom, Office, Loung, Navy",ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,299.99,USD,Base,"","",299.99,"",299.99,0.0,Yes,"",2038710,NETWORK_GEO,60.06,"""LB""",2,Seller Fulfilled,"",3FI73Q4Y0QGZ,00197104268709,197104268709,http://www.walmart.com/ip/14-Karat-Home-Mid-century-Modern-Upholstered-Armchair-Accent-Chair-Recessed-Arms-Wooden-Legs-for-Living-Room-Bedroom-Navy/3545055773,https://i5.walmartimages.com/asr/e78f3407-09bf-455d-8e4b-690d5fb9a3b1.c82f302079e4a1176e76150b81c578a4.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,07/12/2026,12/16/2030,04/27/2023,08/23/2026,0,"",Y,CHWH0618,N,"actual_color,multipack_quantity","Navy,1","","","","","","","","",New,Furniture
CHWS0213-GRY,19450712747,Tina's Home Modern Accent Chair Floral Armchair Upholstered Living Room gray,ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,269.99,USD,Base,"","",259.99,"",269.99,0.0,Yes,"",2038710,NETWORK_GEO,45.82,"""LB""",2,Seller Fulfilled,"",2A4UPNOBOVDB,00197104100634,197104100634,http://www.walmart.com/ip/Tina-s-Home-Modern-Accent-Chair-Floral-Armchair-Upholstered-Living-Room-gray/19450712747,https://i5.walmartimages.com/asr/516717e0-ad55-4cea-995d-1ac7d9ed84e0.e881870cb888bd512dc4cdedc9ddad06.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,02/02/2026,02/02/2030,02/03/2026,08/05/2026,0,"",Y,"","","","",https://www.amazon.com/dp/B0BMDSCL6R?psc=1&th=1&vs=1,269.99,0.0,08/25/2026,"","","","",New,Furniture
CHWS0213-NAV,19590261745,Tina's Home Modern Accent Chair Medallion Armchair Upholstered Living Room Navy,ACTIVE,PUBLISHED,"",Home & Garden,Armchairs & Accent Chairs,269.99,USD,Base,"","",249.99,"",269.99,0.0,Yes,"",2038710,NETWORK_GEO,45.82,"""LB""",2,Seller Fulfilled,"",43Z131QLMPX2,00197104100610,197104100610,http://www.walmart.com/ip/Tina-s-Home-Modern-Accent-Chair-Medallion-Armchair-Upholstered-Living-Room-Navy/19590261745,https://i5.walmartimages.com/asr/7a998a5f-8b2c-4983-8f01-9d25648d1a35.4fef49466b3985f13b0895b379f4bc41.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",Tina's Home,02/11/2026,02/11/2030,02/12/2026,08/06/2026,0,"",Y,"","","","",https://www.amazon.com/dp/B0BMF48KMB?psc=1&th=1&vs=1,269.99,0.0,08/26/2026,"","","","",New,Furniture
CHWX0252-MUSTARD,1047421058,14 Karat Home 360 Swivel Velvet Lounge Chair Tufted Back and Cushion Padded Bedroom Adult Yellow,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,339.98,USD,Base,"","","",,"","",Yes,"",2038710,"",52.0,"""LB""",1,Seller Fulfilled,"",29VWMXPEWJ0J,00768657767713,768657767713,http://www.walmart.com/ip/14-Karat-Home-360-Swivel-Velvet-Lounge-Chair-Tufted-Back-and-Cushion-Padded-Bedroom-Adult-Yellow/1047421058,https://i5.walmartimages.com/asr/108c2e78-5ae8-4209-b96b-e169dba54724.e3182df55452c224be28b7d2f6b71d68.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,07/04/2022,07/05/2023,07/05/2022,07/23/2026,2,4.5,Y,CHWX0252,Y,actual_color,MUSTARD,"","","","","","","","",New,Furniture
CHXH0042-CHECK,462510864,"14 Karat Home Eleno Manufactured Wood Recliner, Multicolor",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Recliners,237.7,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",6X9P4BEPDS5K,00190430726066,190430726066,http://www.walmart.com/ip/14-Karat-Home-Eleno-Manufactured-Wood-Recliner-Multicolor/462510864,https://i5.walmartimages.com/asr/683b3785-804b-4d94-8e53-b373e6b0b938.3fa7091f4a730010a87d1de6c9ce3c5b.jpeg,All Recliners,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Recliners"",""All Recliners""]",Tina's Home,12/22/2021,08/11/2022,10/07/2020,07/24/2026,0,"",Y,CHXH0042,N,actual_color,Multicolor,"","","","","","","","",New,Furniture
CHXH0042-LEOPARD,595767140,"14 Karat Home Eleno Manufactured Wood Recliner, Leopard",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Recliners,237.7,USD,Base,12/23/2020,12/26/2020,"",,"","",Yes,"",2038710,"",58.42,"""LB""",1,Seller Fulfilled,"",22P9OGRM5T6B,00190430726158,190430726158,http://www.walmart.com/ip/14-Karat-Home-Eleno-Manufactured-Wood-Recliner-Leopard/595767140,https://i5.walmartimages.com/asr/f8e5e553-fd67-4db0-b4c8-f5893e9aa689.ae483fa75a2e4f6eefddd30da62472d3.jpeg,All Recliners,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Recliners"",""All Recliners""]",Tina's Home,12/22/2021,08/11/2022,10/07/2020,07/23/2026,0,"",Y,CHXH0042,N,actual_color,Leopard,"","","","","","","","",New,Furniture
CHXH0042-MOROCCAN,996385454,"14 Karat Home Eleno Rubberwood Recliner, Multicolor",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Recliners,237.7,USD,Base,12/23/2020,12/26/2020,"",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",1BYNR0VSQDU2,00190430720057,190430720057,http://www.walmart.com/ip/14-Karat-Home-Eleno-Rubberwood-Recliner-Multicolor/996385454,https://i5.walmartimages.com/asr/856d1b15-6161-43b4-a825-0a4f70e14272.441a83486ab35231d561e458b2d9fc1f.jpeg,All Recliners,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Recliners"",""All Recliners""]",Tina's Home,12/22/2021,08/11/2022,10/07/2020,07/23/2026,0,"",Y,CHXH0042,N,actual_color,Multicolor,"","","","","","","","",New,Furniture
CHXH0042-MOROCCAN-S2,394213723,14 Karat Home Eleno Recliner Chair Set of 2 in Moroccan,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Recliners,480.4,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",5ZCHCQSCUW76,00784131322032,784131322032,http://www.walmart.com/ip/14-Karat-Home-Eleno-Recliner-Chair-Set-of-2-in-Moroccan/394213723,https://i5.walmartimages.com/asr/3ea44f64-0601-473c-bc24-292e834cafa2.1d8c6def8ebdf31e8dd412b2bd234426.jpeg,All Recliners,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Recliners"",""All Recliners""]",Tina's Home,12/22/2021,08/11/2022,01/06/2021,07/23/2026,0,"",Y,CHXH0042-S2,N,actual_color,MOROCCAN,"","","","","","","","",New,Furniture
CHYJH0216-GREY,1630186392,"14 Karat Home Velvet Club Chair with Removable Tufted Back Cushion, Wooden Upholstered Accent Chair with Metal Legs, Contemporary and Classic Armchair for Living Room & Bedroom, Grey",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Armchairs & Accent Chairs,299.79,USD,Base,"","","",,"","",Yes,"",2038710,"",56.2,"""LB""",1,Seller Fulfilled,"",5VUIES6V4PS3,00197104054159,197104054159,http://www.walmart.com/ip/14-Karat-Home-Velvet-Club-Chair-Removable-Tufted-Back-Cushion-Wooden-Upholstered-Accent-Metal-Legs-Contemporary-Classic-Armchair-Living-Room-Bedroom/1630186392,https://i5.walmartimages.com/asr/94b2751e-dd1b-4451-a0d5-1db697a3a14a.3c09f1906bae4dbd261c7826dc0b364b.jpeg,All Accent Chairs,"[""Home Page"",""Home"",""Furniture"",""Living Room Furniture"",""Accent Chairs"",""All Accent Chairs""]",14 Karat Home,09/05/2022,05/02/2023,09/05/2022,07/24/2026,0,"",Y,CHYJH0216,N,actual_color,GREY,"","","","","","","","",New,Furniture
CT-00121-1-P1-KH,5135113025,"Plaid Christmas Stocking, 14 Karat Home 21""H X 7""W Gift Bag Christmas Decorations",ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Christmas Stockings,9.99,USD,Base,"","","",,"","",Yes,"",2038710,"",0.5,"""LB""",1,Seller Fulfilled,"",3ESAPDRJUXUE,00197104476722,197104476722,http://www.walmart.com/ip/Plaid-Christmas-Stocking-14-Karat-Home-21-H-X-7-W-Gift-Bag-Christmas-Decorations/5135113025,https://i5.walmartimages.com/asr/e6b5209a-4f07-4e62-afc3-24067abf387b.52253c008d80d3c2f476e206de8666ce.jpeg,Christmas Stockings,"[""Home Page"",""Home"",""Holiday Decor"",""Christmas Decor"",""Indoor Christmas Decorations"",""Christmas Stockings""]",14 Karat Home,11/02/2023,12/19/2023,10/20/2023,03/19/2026,0,"",Y,CT-001250012600121,Y,"number_of_pieces,pattern","1,Plaid","","","","","","","","",New,Decorations & Favors
DCDM0831-CHA,20605019236,"Modern Upholstered Dining Chair with Unique Three-Leg Design, Ready to Use for Dining Room, Kitchen, Living Room Charcoal",ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,159.99,USD,Base,"","",159.99,"",159.99,"",Yes,"",2038710,NETWORK_GEO,31.9,"""LB""",2,Seller Fulfilled,"",3AA9WZN65B4Y,00197104350343,197104350343,http://www.walmart.com/ip/Modern-Upholstered-Dining-Chair-with-Unique-Three-Leg-Design-Ready-to-Use-for-Dining-Room-Kitchen-Living-Room-Charcoal/20605019236,https://i5.walmartimages.com/asr/b681435f-5323-40c3-be69-a979b510f41e.cfded241b07d5b802ffabca2448f11bc.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,07/12/2026,07/12/2030,07/13/2026,08/23/2026,0,"",Y,"","","","","","","","","","","","",New,Furniture
DCM0168-BLACK,605415461,Iliana Upholstered Dining Chair with Metal Base Set of 2 in Black,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,307.7,USD,Base,"","","",,"","",Yes,"",2038710,"","","","",Seller Fulfilled,"",261MVAU2X4VZ,00784140506683,784140506683,http://www.walmart.com/ip/Iliana-Upholstered-Dining-Chair-with-Metal-Base-Set-of-2-in-Black/605415461,https://i5.walmartimages.com/asr/cd4e2339-3f08-4b4d-9d29-dfbe7c285687.3b92fe27018f5a702c63aa97569dee25.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/04/2021,08/10/2022,02/04/2021,07/24/2026,0,"",Y,DCM0168,Y,actual_color,BLACK,"","","","","","","","",New,Furniture
DCM0760-GRN-KH,3242223215,Modern Upholstered Tufted Velvet Side Chair Set of 2 Sturdy Metal Legs Dining Room Adult Green,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,249.9,USD,Base,"","","",,"","",Yes,"",2038710,"",38.15,"""LB""",1,Seller Fulfilled,"",4IGZW688MIX2,00197104447715,197104447715,http://www.walmart.com/ip/Modern-Upholstered-Tufted-Velvet-Side-Chair-Set-of-2-Sturdy-Metal-Legs-Dining-Room-Adult-Green/3242223215,https://i5.walmartimages.com/asr/41243929-b7de-41fa-80b5-70e3840e1b6e.f461ebbe6609069e3d02ace57241e810.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,08/21/2023,09/22/2023,08/21/2023,07/24/2026,0,"",Y,DCM0760,N,"actual_color,number_of_pieces","GREEN,2","","","","","","","","",New,Furniture
DCM1032-BRN-S3,5299192468,Dining Chairs Set of 6 Velvet Upholstered Side Chair Metal Legs Tufted Backrest Home Kitchen Living Room Bedroom Brown,ARCHIVED,UNPUBLISHED,Offer end date has passed,Home & Garden,Dining Chairs,448.99,USD,Base,"","","",,"","",Yes,"",2038710,"",90.6,"""LB""",1,Seller Fulfilled,"",5H2X3XZWE3AB,00197104489357,197104489357,http://www.walmart.com/ip/Dining-Chairs-Set-of-6-Velvet-Upholstered-Side-Chair-Metal-Legs-Tufted-Backrest-Home-Kitchen-Living-Room-Bedroom-Brown/5299192468,https://i5.walmartimages.com/asr/de324e3f-7ec2-4e8f-9e01-52d263442494.ba8ebbebdd8554e893f9d8a7724d051f.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,02/02/2024,04/18/2024,02/02/2024,07/24/2026,0,"",Y,OFM0988,Y,"actual_color,character,number_of_pieces","BROWN,Dining Chair,6","","","","","","","","",New,Furniture
DCM1357-GRY-S2,16203816650,Upholstered Gray Dining Chairs Set of 4 Armless Side Chairs Solid Wood Legs Restaurant Kitchen,ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,539.8,USD,Base,"","",539.8,"",539.8,"",Yes,799.99,2038710,NETWORK_GEO,75.84,"""LB""",2,Seller Fulfilled,"",4P43DUR4QPUV,00197104814692,197104814692,http://www.walmart.com/ip/Upholstered-Gray-Dining-Chairs-Set-of-4-Armless-Side-Chairs-Solid-Wood-Legs-Restaurant-Kitchen/16203816650,https://i5.walmartimages.com/asr/e3d7203d-c431-4738-9603-40a95ae49457.c6fa7a89bf4003983ab1f5cc5255a4e1.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,04/24/2025,12/31/2030,04/24/2025,07/29/2026,0,"",Y,DCM1357,N,"actual_color,multipack_quantity","GREY,4","","","","","","","","",New,Furniture
DCM1357-LIN-S2,16237009226,Upholstered Dining Chairs Set of 4 Armless Side Chairs Solid Wood Legs Restaurant Kitchen Linen,ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,539.8,USD,Base,"","",539.8,"",539.8,"",Yes,799.99,2038710,NETWORK_GEO,75.84,"""LB""",2,Seller Fulfilled,"",1TVZ2FYQKPSR,00197104836021,197104836021,http://www.walmart.com/ip/Upholstered-Dining-Chairs-Set-of-4-Armless-Side-Chairs-Solid-Wood-Legs-Restaurant-Kitchen-Linen/16237009226,https://i5.walmartimages.com/asr/c6311c64-6b83-4391-8cdc-7bcf6b5c7fb5.e84ec4877b8801e2a280ba2f0fe44422.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,04/24/2025,12/31/2030,04/24/2025,07/23/2026,0,"",Y,DCM1357,N,"actual_color,multipack_quantity","LINEN,4","","","","","","","","",New,Furniture
DCM1357-WTE-S3,16258858977,Upholstered White Dining Chairs Set of 6 Armless Side Chairs Solid Wood Legs Restaurant Kitchen,ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,799.9,USD,Base,"","",799.9,"",799.9,"",Yes,1199.99,2038710,NETWORK_GEO,113.76,"""LB""",2,Seller Fulfilled,"",6MHMLOJAOEP3,00197104838681,197104838681,http://www.walmart.com/ip/Upholstered-White-Dining-Chairs-Set-of-6-Armless-Side-Chairs-Solid-Wood-Legs-Restaurant-Kitchen/16258858977,https://i5.walmartimages.com/asr/951b2547-f937-4834-aab3-75f7d5d2c5af.1c8682586873130646c557b807ab2224.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,04/24/2025,12/31/2030,04/24/2025,08/15/2026,0,"",Y,DCM1357,N,"actual_color,multipack_quantity","WHITE,6","","","","","","","","",New,Furniture
DCS1136-BLK,20168320586,"Tina's Home Modern Convertible Dining Chair to Counter Height Bar Chair, Upholstered Wood Leg Kitchen Chair, Black",ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,269.99,USD,Base,"","",269.99,"",269.99,0.0,Yes,"",2038710,NETWORK_GEO,36.11,"""LB""",2,Seller Fulfilled,"",31R2LFT4W885,00197104688019,197104688019,http://www.walmart.com/ip/Tina-s-Home-Modern-Convertible-Dining-Chair-to-Counter-Height-Bar-Chair-Upholstered-Wood-Leg-Kitchen-Chair-Black/20168320586,https://i5.walmartimages.com/asr/4e253dff-d452-4467-a43a-fab5b423afad.e4f03ed2d9f620690a362c221b37941b.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,05/09/2026,05/09/2030,05/09/2026,08/23/2026,0,"",Y,"","","","","","","","","","","","",New,Furniture
DCTL0955-ACR,14720618046,Tina's Home Rattan Dining Chairs Set of 2 Wood Armchairs Removable Cushion Home Kitchen Restaurant Acorn,ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,199.99,USD,Promo price,08/12/2026,08/31/2026,219.99,"",199.99,0.0,Yes,"",2038710,NETWORK_GEO,45.0,"""LB""",2,Seller Fulfilled,"",31ZMRMWWSZWO,00197104657978,197104657978,http://www.walmart.com/ip/Rattan-Dining-Chairs-Set-of-2-Side-Chairs-Wood-Legs-Removable-Washable-Cushion-Home-Kitchen-Restaurant-Acorn/14720618046,https://i5.walmartimages.com/asr/3295d0c9-31eb-4fcf-983c-4517bc18d614.51908b73e19c46d4dec1d421fee667db.jpeg,Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs""]",Tina's Home,12/13/2024,10/23/2029,12/13/2024,08/20/2026,12,4.2,Y,DCTL0955,Y,"actual_color,multipack_quantity,pattern","ACORN,2,Square Rattan",https://www.amazon.com/dp/B0CRB2J7RC?psc=1&th=1&vs=1,239.99,0.0,07/10/2026,"","","","",New,Furniture
DCWH1492-GRY,20226356026,"Tina's Home Modern Oversized Upholstered Dining Chair, Fully Boucle Chenille Accent Chair for dining room, living room, Gray",ACTIVE,PUBLISHED,"",Home & Garden,Dining Chairs,89.99,USD,Base,"","",89.99,"",89.99,0.0,Yes,"",2038710,NETWORK_GEO,33.11,"""LB""",2,Seller Fulfilled,"",5GS2Q5BVY7VB,00197104927248,197104927248,http://www.walmart.com/ip/Tina-s-Home-Modern-Oversized-Upholstered-Dining-Chair-Fully-Boucle-Chenille-Accent-Chair-for-dining-room-living-room-Gray/20226356026,https://i5.walmartimages.com/asr/ee9a2fa2-d339-4887-833e-4b5dfda20601.005fae6ed0d53160c7f29271a41fc7a5.jpeg,Upholstered Dining Chairs,"[""Home Page"",""Home"",""Furniture"",""Kitchen & Dining Furniture"",""Dining Chairs"",""Shop by Material"",""Upholstered Dining Chairs""]",Tina's Home,05/08/2026,12/16/2030,05/11/2026,08/21/2026,0,"",Y,"","","","",https://www.amazon.com/dp/B0GF8FMG5S?psc=1&th=1&vs=1,129.0,0.0,08/25/2026,"","","","",New,Furniture
